HGNC,name,symbol
11621,HNF1 homeobox A,HNF1A
11630,HNF1 homeobox B,HNF1B
5163,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,HPS1
15597,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1,HPS3
15844,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2,HPS4
17022,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,HPS5
18817,HPS6 biogenesis of lysosomal organelles complex 2 subunit 3,HPS6
5172,HR lysine demethylase and nuclear receptor corepressor,HR
5173,"HRas proto-oncogene, GTPase",HRAS
16389,HSPB1 associated protein 1,HSPBAP1
19368,HYDIN axonemal central pair apparatus protein,HYDIN
26558,HYLS1 centriolar and ciliogenesis associated,HYLS1
9476,HtrA serine peptidase 1,HTRA1
14348,HtrA serine peptidase 2,HTRA2
13176,IKAROS family zinc finger 1,IKZF1
13178,IKAROS family zinc finger 3,IKZF3
14283,IKAROS family zinc finger 5,IKZF5
49094,IL12A antisense RNA 1,IL12A-AS1
6171,IL2 inducible T cell kinase,ITK
26956,INO80 complex ATPase subunit,INO80
29112,IQ motif and Sec7 domain ArfGEF 1,IQSEC1
29059,IQ motif and Sec7 domain ArfGEF 2,IQSEC2
28949,IQ motif containing B1,IQCB1
29171,IQ motif containing E,IQCE
4053,ISG15 ubiquitin like modifier,ISG15
6132,ISL LIM homeobox 1,ISL1
5956,Indian hedgehog signaling molecule,IHH
28917,JAZF zinc finger 1,JAZF1
6190,Janus kinase 1,JAK1
6192,Janus kinase 2,JAK2
6193,Janus kinase 3,JAK3
6199,Jrk helix-turn-helix protein,JRK
24565,KAT8 regulatory NSL complex subunit 1,KANSL1
6295,KCNQ1 opposite strand/antisense transcript 1,KCNQ1OT1
33699,"KH domain containing 3 like, subcortical maternal complex member",KHDC3L
30071,KIAA0319 like,KIAA0319L
19960,KIAA0586,KIAA0586
29110,KIAA0753,KIAA0753
28532,KIAA0825,KIAA0825
22219,KIAA1549,KIAA1549
4510,KISS1 receptor,KISS1R
6343,KIT ligand,KITLG
6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT
6345,KLF transcription factor 1,KLF1
11811,KLF transcription factor 11,KLF11
19309,KN motif and ankyrin repeat domains 1,KANK1
29300,KN motif and ankyrin repeat domains 2,KANK2
6407,"KRAS proto-oncogene, GTPase",KRAS
1573,KRIT1 ankyrin repeat containing,KRIT1
6341,KiSS-1 metastasis suppressor,KISS1
26058,L antigen family member 3,LAGE3
20499,L-2-hydroxyglutarate dehydrogenase,L2HGDH
6470,L1 cell adhesion molecule,L1CAM
6511,LARGE xylosyl- and glucuronyltransferase 1,LARGE1
25726,LAS1 like ribosome biogenesis factor,LAS1L
6524,"LCK proto-oncogene, Src family tyrosine kinase",LCK
6692,LDL receptor related protein 1,LRP1
31708,LDL receptor related protein 12,LRP12
6694,LDL receptor related protein 2,LRP2
6696,LDL receptor related protein 4,LRP4
6697,LDL receptor related protein 5,LRP5
6698,LDL receptor related protein 6,LRP6
6701,LDL receptor related protein associated protein 1,LRPAP1
28887,LEM domain containing 3,LEMD3
21244,LEM domain nuclear envelope protein 2,LEMD2
6560,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,LFNG
21253,LHFPL tetraspan subfamily member 5,LHFPL5
6597,LIF receptor subunit alpha,LIFR
15710,LIM domain binding 3,LDB3
6613,LIM domain kinase 1,LIMK1
6641,LIM domain only 1,LMO1
6593,LIM homeobox 1,LHX1
6595,LIM homeobox 3,LHX3
21734,LIM homeobox 4,LHX4
6654,LIM homeobox transcription factor 1 beta,LMX1B
23038,LMBR1 domain containing 1,LMBRD1
25287,LMBR1 domain containing 2,LMBRD2
1742,LPS responsive beige-like anchor protein,LRBA
30860,"LSM11, U7 small nuclear RNA associated",LSM11
21365,LYR motif containing 4,LYRM4
28072,LYR motif containing 7,LYRM7
24912,"La ribonucleoprotein 7, transcriptional regulator",LARP7
16002,M-phase specific PLK1 interacting protein,MPLKIP
6776,MAF bZIP transcription factor,MAF
6408,MAF bZIP transcription factor B,MAFB
16353,MAGE family member D2,MAGED2
6814,MAGE family member L2,MAGEL2
6819,MALT1 paracaspase,MALT1
6766,MAP kinase activating death domain,MADD
6888,MAPK activated protein kinase 3,MAPKAPK3
26401,MARVEL domain containing 2,MARVELD2
11645,MAX dimerization protein MLX,MLX
6901,MBL associated serine protease 1,MASP1
6902,MBL associated serine protease 2,MASP2
6973,MDM2 proto-oncogene,MDM2
3498,MDS1 and EVI1 complex locus,MECOM
6998,"MEFV innate immunity regulator, pyrin",MEFV
7027,"MER proto-oncogene, tyrosine kinase",MERTK
7029,"MET proto-oncogene, receptor tyrosine kinase",MET
25897,"MFSD2 lysolipid transporter A, lysophospholipid",MFSD2A
21086,MIB E3 ubiquitin protein ligase 1,MIB1
30577,MIB E3 ubiquitin protein ligase 2,MIB2
7108,MKKS centrosomal shuttling protein,MKKS
7121,MKS transition zone complex subunit 1,MKS1
16063,MLLT10 histone lysine methyltransferase DOT1L cofactor,MLLT10
7136,MLLT3 super elongation complex subunit,MLLT3
7180,"MN1 proto-oncogene, transcriptional regulator",MN1
23573,MORC family CW-type zinc finger 2,MORC2
7217,"MPL proto-oncogene, thrombopoietin receptor",MPL
7230,"MRE11 homolog, double strand break repair nuclease",MRE11
7545,"MYB proto-oncogene, transcription factor",MYB
6913,MYC associated factor X,MAX
7553,"MYC proto-oncogene, bHLH transcription factor",MYC
7559,"MYCN proto-oncogene, bHLH transcription factor",MYCN
7562,MYD88 innate immune signal transduction adaptor,MYD88
7001,Meis homeobox 2,MEIS2
7201,Mov10 like RNA helicase 1,MOV10L1
29401,"Myb like, SWIRM and MPN domains 1",MYSM1
7632,N-acetyl-alpha-glucosaminidase,NAGLU
23026,N-acetylglucosamine-1-phosphate transferase subunit gamma,GNPTG
29670,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,GNPTAB
17996,N-acetylglutamate synthase,NAGS
19237,N-acetylneuraminate synthase,NANS
735,N-acylsphingosine amidohydrolase 1,ASAH1
18704,"N-alpha-acetyltransferase 10, NatA catalytic subunit",NAA10
30782,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15
15908,"N-alpha-acetyltransferase 20, NatB catalytic subunit",NAA20
7680,N-deacetylase and N-sulfotransferase 1,NDST1
17646,N-glycanase 1,NGLY1
7679,N-myc downstream regulated 1,NDRG1
7856,N-ribosyldihydronicotinamide:quinone dehydrogenase 2,NQO2
10818,N-sulfoglucosamine sulfohydrolase,SGSH
26404,"NAD kinase 2, mitochondrial",NADK2
29832,NAD synthetase 1,NADSYN1
13398,NAD(P) dependent steroid dehydrogenase-like,NSDHL
25576,NAD(P)HX dehydratase,NAXD
18453,NAD(P)HX epimerase,NAXE
18828,NADH:ubiquinone oxidoreductase complex assembly factor 1,NDUFAF1
28086,NADH:ubiquinone oxidoreductase complex assembly factor 2,NDUFAF2
29918,NADH:ubiquinone oxidoreductase complex assembly factor 3,NDUFAF3
21034,NADH:ubiquinone oxidoreductase complex assembly factor 4,NDUFAF4
15899,NADH:ubiquinone oxidoreductase complex assembly factor 5,NDUFAF5
28625,NADH:ubiquinone oxidoreductase complex assembly factor 6,NDUFAF6
33551,NADH:ubiquinone oxidoreductase complex assembly factor 8,NDUFAF8
7707,NADH:ubiquinone oxidoreductase core subunit S1,NDUFS1
7708,NADH:ubiquinone oxidoreductase core subunit S2,NDUFS2
7710,NADH:ubiquinone oxidoreductase core subunit S3,NDUFS3
7714,NADH:ubiquinone oxidoreductase core subunit S7,NDUFS7
7715,NADH:ubiquinone oxidoreductase core subunit S8,NDUFS8
7716,NADH:ubiquinone oxidoreductase core subunit V1,NDUFV1
7717,NADH:ubiquinone oxidoreductase core subunit V2,NDUFV2
7683,NADH:ubiquinone oxidoreductase subunit A1,NDUFA1
20371,NADH:ubiquinone oxidoreductase subunit A11,NDUFA11
17194,NADH:ubiquinone oxidoreductase subunit A13,NDUFA13
7685,NADH:ubiquinone oxidoreductase subunit A2,NDUFA2
7690,NADH:ubiquinone oxidoreductase subunit A6,NDUFA6
7696,NADH:ubiquinone oxidoreductase subunit B10,NDUFB10
20372,NADH:ubiquinone oxidoreductase subunit B11,NDUFB11
7698,NADH:ubiquinone oxidoreductase subunit B3,NDUFB3
7704,NADH:ubiquinone oxidoreductase subunit B9,NDUFB9
7711,NADH:ubiquinone oxidoreductase subunit S4,NDUFS4
7713,NADH:ubiquinone oxidoreductase subunit S6,NDUFS6
15625,NBAS subunit of NRZ tethering complex,NBAS
4862,NCK associated protein 1 like,NCKAP1L
24539,NECAP endocytosis associated 1,NECAP1
7728,NEDD4 like E3 ubiquitin protein ligase,NEDD4L
7773,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",NF2
7782,NFE2 like bZIP transcription factor 2,NFE2L2
7797,NFKB inhibitor alpha,NFKBIA
15910,NFS1 cysteine desulfurase,NFS1
16287,NFU1 iron-sulfur cluster scaffold,NFU1
7627,NGFI-A binding protein 2,NAB2
11075,NHERF family PDZ scaffold protein 1,NHERF1
24731,NHL repeat containing 2,NHLRC2
21576,NHL repeat containing E3 ubiquitin protein ligase 1,NHLRC1
14377,NHP2 ribonucleoprotein,NHP2
7820,NHS actin remodeling regulator,NHS
7744,NIMA related kinase 1,NEK1
18592,NIMA related kinase 10,NEK10
7745,NIMA related kinase 2,NEK2
13387,NIMA related kinase 8,NEK8
18591,NIMA related kinase 9,NEK9
28018,NIPA like domain containing 4,NIPAL4
17043,NIPA magnesium transporter 1,NIPA1
17044,NIPA magnesium transporter 2,NIPA2
28862,NIPBL cohesin loading factor,NIPBL
11825,NK2 homeobox 1,NKX2-1
2488,NK2 homeobox 5,NKX2-5
32940,NK2 homeobox 6,NKX2-6
951,NK3 homeobox 2,NKX3-2
19321,NK6 homeobox 2,NKX6-2
16412,NLR family CARD domain containing 4,NLRC4
7634,NLR family apoptosis inhibitory protein,NAIP
14374,NLR family pyrin domain containing 1,NLRP1
22938,NLR family pyrin domain containing 12,NLRP12
16400,NLR family pyrin domain containing 3,NLRP3
22947,NLR family pyrin domain containing 7,NLRP7
29843,NMDA receptor synaptonuclear signaling and neuronal migration factor,NSMF
7853,NME/NM23 family member 5,NME5
20461,NME/NM23 family member 7,NME7
16473,NME/NM23 family member 8,NME8
14378,NOP10 ribonucleoprotein,NOP10
25994,NOP2/Sun RNA methyltransferase 2,NSUN2
15911,NOP56 ribonucleoprotein,NOP56
7887,NOVA alternative splicing regulator 2,NOVA2
7897,NPC intracellular cholesterol transporter 1,NPC1
14537,NPC intracellular cholesterol transporter 2,NPC2
7908,"NPHS1 adhesion molecule, nephrin",NPHS1
13394,"NPHS2 stomatin family member, podocin",NPHS2
24969,"NPR2 like, GATOR1 complex subunit",NPRL2
14124,"NPR3 like, GATOR1 complex subunit",NPRL3
7989,"NRAS proto-oncogene, GTPase",NRAS
26513,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",NSMCE2
29558,NUAK family kinase 2,NUAK2
20278,"NUBP iron-sulfur cluster assembly factor, mitochondrial",NUBPL
21042,NUS1 dehydrodolichyl diphosphate synthase subunit,NUS1
23438,NUT family member 2A,NUTM2A
23445,NUT family member 2B,NUTM2B
23448,NUT family member 2E,NUTM2E
29919,NUT midline carcinoma family member 1,NUTM1
7059,O-6-methylguanine-DNA methyltransferase,MGMT
18028,O-sialoglycoprotein endopeptidase,OSGEP
8101,OCA2 melanosomal transmembrane protein,OCA2
8108,OCRL inositol polyphosphate-5-phosphatase,OCRL
2567,OFD1 centriole and centriolar satellite protein,OFD1
8140,OPA1 mitochondrial dynamin like GTPase,OPA1
25896,ORAI calcium release-activated calcium modulator 1,ORAI1
25402,OTU deubiquitinase 5,OTUD5
24281,OTU deubiquitinase 6B,OTUD6B
25118,OTU deubiquitinase with linear linkage specificity,OTULIN
21185,PARN like ribonuclease domain containing exonuclease 1,PNLDC1
33630,PAT1 homolog 2,PATL2
8632,PBX homeobox 1,PBX1
26257,PDZ domain containing 7,PDZD7
40045,PET117 cytochrome c oxidase chaperone,PET117
24156,PHD finger protein 21A,PHF21A
18145,PHD finger protein 6,PHF6
20672,PHD finger protein 8,PHF8
28570,PIH1 domain containing 3,DNAAF6
21043,PITPNM family member 3,PITPNM3
9016,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,PKHD1
9046,PLAG1 like zinc finger 1,PLAGL1
9045,PLAG1 zinc finger,PLAG1
9113,PML nuclear body scaffold,PML
9121,"PMS1 homolog 1, mismatch repair system component",PMS1
9122,"PMS1 homolog 2, mismatch repair system component",PMS2
9153,PNKD metallo-beta-lactamase domain containing,PNKD
24488,POC1 centriolar protein A,POC1A
30836,POC1 centriolar protein B,POC1B
30129,"POP1 homolog, ribonuclease P/MRP subunit",POP1
9210,POU class 1 homeobox 1,POU1F1
9211,POU class 2 homeobox associating factor 1,POU2AF1
9216,POU class 3 homeobox 3,POU3F3
9217,POU class 3 homeobox 4,POU3F4
9218,POU class 4 homeobox 1,POU4F1
9220,POU class 4 homeobox 3,POU4F3
21694,POU class 6 homeobox 2,POU6F2
9237,PPARG coactivator 1 alpha,PPARGC1A
13995,PR/SET domain 10,PRDM10
13997,PR/SET domain 12,PRDM12
14000,PR/SET domain 16,PRDM16
9349,PR/SET domain 5,PRDM5
9350,PR/SET domain 6,PRDM6
13993,PR/SET domain 8,PRDM8
9411,PRKCSH beta subunit of glucosidase II,PRKCSH
9455,PROP paired-like homeobox 1,PROP1
17928,PSMC3 interacting protein,PSMC3IP
14581,PTEN induced kinase 1,PINK1
23326,PX domain containing serine/threonine kinase like,PXK
16369,Parkinsonism associated deglycase,PARK7
21100,"QKI, KH domain containing RNA binding",QKI
21679,R-spondin 1,RSPO1
28583,R-spondin 2,RSPO2
16175,R-spondin 4,RSPO4
18072,"RAB, member of RAS oncogene family like 3",RABL3
9760,"RAB11A, member RAS oncogene family",RAB11A
14244,"RAB18, member RAS oncogene family",RAB18
14263,"RAB23, member RAS oncogene family",RAB23
9766,"RAB27A, member RAS oncogene family",RAB27A
9768,"RAB28, member RAS oncogene family",RAB28
17168,RAB3 GTPase activating non-catalytic protein subunit 2,RAB3GAP2
17063,RAB3 GTPase activating protein catalytic subunit 1,RAB3GAP1
16075,"RAB33B, member RAS oncogene family",RAB33B
16499,"RAB39B, member RAS oncogene family",RAB39B
9788,"RAB7A, member RAS oncogene family",RAB7A
9811,RAD21 cohesin complex component,RAD21
9816,RAD50 double strand break repair protein,RAD50
21876,RAD50 interactor 1,RINT1
9820,RAD51 paralog C,RAD51C
9823,RAD51 paralog D,RAD51D
9817,RAD51 recombinase,RAD51
9826,RAD54 like,RAD54L
9848,RAN binding protein 2,RANBP2
17679,RAN guanine nucleotide release factor,RANGRF
15864,RANBP2-type and C3HC4-type zinc finger containing 1,RBCK1
10258,RAR related orphan receptor A,RORA
10260,RAR related orphan receptor C,RORC
9878,RAS guanyl releasing protein 1,RASGRP1
9879,RAS guanyl releasing protein 2,RASGRP2
9839,RAS like proto-oncogene A,RALA
9871,RAS p21 protein activator 1,RASA1
9872,RAS p21 protein activator 2,RASA2
10447,RAS related,RRAS
17271,RAS related 2,RRAS2
9891,"RB binding protein 8, endonuclease",RBBP8
9884,RB transcriptional corepressor 1,RB1
18243,RCC1 and BTB domain containing protein 1,RCBTB1
19689,RD3 regulator of GUCY2D,RD3
9966,RE1 silencing transcription factor,REST
9955,"RELA proto-oncogene, NF-kB subunit",RELA
9956,"RELB proto-oncogene, NF-kB subunit",RELB
13764,RELT TNF receptor,RELT
9968,"REV3 like, DNA directed polymerase zeta catalytic subunit",REV3L
30220,RFT1 homolog,RFT1
13872,RHO family interacting cell polarization regulator 2,RIPOR2
17686,"RIC1 homolog, RAB6A GEF complex partner 1",RIC1
9896,RNA binding motif protein 10,RBM10
14959,RNA binding motif protein 15,RBM15
27424,RNA binding motif protein 20,RBM20
21863,RNA binding motif protein 28,RBM28
9905,RNA binding motif protein 8A,RBM8A
9910,RNA binding motif protein X-linked,RBMX
9912,RNA binding motif protein Y-linked family 1 member A1,RBMY1A1
18666,"RNA binding region (RNP1, RRM) containing 3",RNPC3
10031,RNA component of mitochondrial RNA processing endoribonuclease,RMRP
20194,RNA polymerase I and III subunit C,POLR1C
20422,RNA polymerase I and III subunit D,POLR1D
17264,RNA polymerase I subunit A,POLR1A
20454,RNA polymerase I subunit B,POLR1B
30074,RNA polymerase III subunit A,POLR3A
30348,RNA polymerase III subunit B,POLR3B
30349,RNA polymerase III subunit H,POLR3H
19102,RNA sensor RIG-I,RIGI
19380,"RNA, U12 small nuclear",RNU12
10193,"RNA, U4 small nuclear 2",RNU4-2
34016,"RNA, U4atac small nuclear",RNU4ATAC
34033,"RNA, U7 small nuclear 1",RNU7-1
10261,"ROS proto-oncogene 1, receptor tyrosine kinase",ROS1
10263,RP1 axonemal microtubule associated,RP1
15946,RP1 like 1,RP1L1
10274,RP2 activator of ARL3 GTPase,RP2
10288,RP9 pre-mRNA splicing factor,RP9
13436,RPGR interacting protein 1,RPGRIP1
29168,RPGRIP1 like,RPGRIP1L
10471,RUNX family transcription factor 1,RUNX1
10472,RUNX family transcription factor 2,RUNX2
1535,RUNX1 partner transcriptional co-repressor 1,RUNX1T1
26814,Rab interacting lysosomal protein like 1,RILPL1
9804,Rac GTPase activating protein 1,RACGAP1
9801,Rac family small GTPase 1,RAC1
9802,Rac family small GTPase 2,RAC2
9803,Rac family small GTPase 3,RAC3
685,Rac/Cdc42 guanine nucleotide exchange factor 6,ARHGEF6
9829,"Raf-1 proto-oncogene, serine/threonine kinase",RAF1
18750,Ras and Rab interactor 2,RIN2
10023,Ras like without CAAX 1,RIT1
9949,RecQ like helicase 4,RECQL4
28349,RecQ mediated genome instability 2,RMI2
10006,Rh associated glycoprotein,RHAG
10008,Rh blood group CcEe antigens,RHCE
10009,Rh blood group D antigen,RHD
678,Rho GDP dissociation inhibitor alpha,ARHGDIA
25361,Rho GTPase activating protein 24,ARHGAP24
30207,Rho GTPase activating protein 29,ARHGAP29
29216,Rho GTPase activating protein 31,ARHGAP31
14103,Rho guanine nucleotide exchange factor 10,ARHGEF10
25968,Rho guanine nucleotide exchange factor 38,ARHGEF38
17090,Rho/Rac guanine nucleotide exchange factor 18,ARHGEF18
10521,S-antigen visual arrestin,SAG
13081,S-phase cyclin A associated protein in the ER,SCAPER
15925,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,SAMHD1
19182,SAM and SH3 domain containing 1,SASH1
15975,SAM and SH3 domain containing 3,SASH3
25403,SAS-6 centriolar assembly protein,SASS6
10541,SATB homeobox 1,SATB1
21637,SATB homeobox 2,SATB2
19440,SBDS ribosome maturation factor,SBDS
14372,SCY1 like pseudokinase 1,SCYL1
19286,SCY1 like pseudokinase 2,SCYL2
10701,"SEC23 homolog A, COPII coat complex component",SEC23A
10702,"SEC23 homolog B, COPII coat complex component",SEC23B
10705,"SEC24 homolog C, COPII coat complex component",SEC24C
10706,"SEC24 homolog D, COPII coat complex component",SEC24D
21082,"SEC63 homolog, protein translocation regulator",SEC63
30972,SECIS binding protein 2,SECISBP2
10845,SEM1 26S proteasome subunit,SEM1
10542,SET binding factor 1,SBF1
2135,SET binding factor 2,SBF2
15573,SET binding protein 1,SETBP1
29010,"SET domain containing 1A, histone lysine methyltransferase",SETD1A
29187,"SET domain containing 1B, histone lysine methyltransferase",SETD1B
18420,"SET domain containing 2, histone lysine methyltransferase",SETD2
25566,SET domain containing 5,SETD5
10760,SET nuclear proto-oncogene,SET
10820,SH2 domain containing 1A,SH2D1A
30417,SH2B adaptor protein 1,SH2B1
29605,SH2B adaptor protein 3,SH2B3
23664,SH3 and PX domains 2A,SH3PXD2A
29242,SH3 and PX domains 2B,SH3PXD2B
28423,SH3 and cysteine rich domain 3,STAC3
14294,SH3 and multiple ankyrin repeat domains 3,SHANK3
29427,SH3 domain and tetratricopeptide repeats 2,SH3TC2
10825,SH3 domain binding protein 2,SH3BP2
10671,SHH signaling and ciliogenesis regulator SDCCAG8,SDCCAG8
15454,SHOC2 leucine rich repeat scaffold protein,SHOC2
10853,SHOX homeobox,SHOX
25543,"SHQ1, H/ACA ribonucleoprotein assembly factor",SHQ1
